earnings,lnearnings,dearnings,gender,age,lnage,agesq,education,educsquared,agebyeduc,genderbyage,genderbyeduc,hours,lnhours,genderbyhours,dself,dprivate,dgovt,state,statefip,stateunemp,stateincomepc,year,pernum,perwt,relate,region,metro,marst,race,raced,hispan,racesing,hcovany,attainededuc,detailededuc,empstat,classwkr,classwkrd,wkswork2,workedyr,inctot,incwage,incbus00,incearn
30000.0,10.308952,0.0,0,61,4.1108737,3721.0,12.0,144.0,732.0,0.0,0.0,45,3.8066626,0.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,2,190.0,Spouse,Middle Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,30000,30000,0,30000
84000.0,11.3385725,1.0,0,33,3.4965076,1089.0,16.0,256.0,528.0,0.0,0.0,42,3.7376697,0.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,2,328.0,Spouse,Middle Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,84200,84000,0,84000
149000.0,11.911701,1.0,0,42,3.7376697,1764.0,14.0,196.0,588.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,1,163.0,Head/Householder,Middle Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,150500,149000,0,149000
25000.0,10.126631,0.0,1,46,3.8286414,2116.0,12.0,144.0,552.0,46.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,1,100.0,Head/Householder,Middle Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,25000,25000,0,25000
14600.0,9.588777,0.0,0,61,4.1108737,3721.0,16.0,256.0,976.0,0.0,0.0,35,3.5553482,0.0,1.0,0.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,1,95.0,Head/Householder,Middle Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,32720,0,14600,14600
48000.0,10.778956,0.0,0,33,3.4965076,1089.0,14.0,196.0,462.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,1,243.0,Head/Householder,Middle Atlantic Division,"In metro area, central city",Never married/single,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,48000,48000,0,48000
50000.0,10.819778,0.0,0,26,3.2580965,676.0,12.0,144.0,312.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,2,94.0,Spouse,Middle Atlantic Division,"In metro area, central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
24000.0,10.085809,0.0,1,43,3.7612002,1849.0,13.0,169.0,559.0,43.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Pennsylvania ,Pennsylvania,8.6,41152,2010,1,124.0,Head/Householder,Middle Atlantic Division,"In metro, area, outside central city",Divorced,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,24000,24000,0,24000
62000.0,11.034889,0.0,0,43,3.7612002,1849.0,13.0,169.0,559.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Rhode Island ,Rhode Island,11.3,42579,2010,1,85.0,Head/Householder,New England Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,62000,62000,0,62000
34700.0,10.454495,0.0,1,61,4.1108737,3721.0,13.0,169.0,793.0,61.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Rhode Island ,Rhode Island,11.3,42579,2010,1,307.0,Head/Householder,New England Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,34700,34700,0,34700
35000.0,10.463103,0.0,0,62,4.1271343,3844.0,10.0,100.0,620.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,80.0,Head/Householder,South Atlantic Division,Not in metro area,Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 10,Grade 10,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,39000,35000,0,35000
37000.0,10.518673,0.0,0,49,3.8918202,2401.0,14.0,196.0,686.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,139.0,Spouse,South Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,37010,37000,0,37000
41000.0,10.621327,0.0,1,38,3.637586,1444.0,16.0,256.0,608.0,38.0,16.0,50,3.912023,50.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,80.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,41000,41000,0,41000
56000.0,10.933107,0.0,1,38,3.637586,1444.0,18.0,324.0,684.0,38.0,18.0,52,3.9512436,52.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,73.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,56000,56000,0,56000
125000.0,11.736069,1.0,0,45,3.8066626,2025.0,16.0,256.0,720.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,100.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,125400,125000,0,125000
50000.0,10.819778,0.0,0,31,3.4339871,961.0,13.0,169.0,403.0,0.0,0.0,65,4.1743875,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,129.0,"Partner, friend, visitor",South Atlantic Division,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
22000.0,9.998797,0.0,0,46,3.8286414,2116.0,11.0,121.0,506.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,114.0,Head/Householder,South Atlantic Division,Not identifiable,Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 11,Grade 11,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,22000,22000,0,22000
32000.0,10.373491,0.0,1,50,3.912023,2500.0,12.0,144.0,600.0,50.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,93.0,Spouse,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,32000,32000,0,32000
50000.0,10.819778,0.0,0,32,3.465736,1024.0,13.0,169.0,416.0,0.0,0.0,48,3.871201,0.0,0.0,0.0,1.0,South Carolina ,South Carolina,11.0,33163,2010,1,230.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,50000,50000,0,50000
27000.0,10.203592,0.0,0,45,3.8066626,2025.0,14.0,196.0,630.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,71.0,Head/Householder,South Atlantic Division,Not in metro area,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,27000,27000,0,27000
60000.0,11.0021,0.0,1,31,3.4339871,961.0,16.0,256.0,496.0,31.0,16.0,40,3.6888795,40.0,1.0,0.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,377.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Self-employed,"Self-employed, incorporated",50-52 weeks,Yes,60000,60000,0,60000
281000.0,12.54611,1.0,0,41,3.713572,1681.0,18.0,324.0,738.0,0.0,0.0,43,3.7612002,0.0,1.0,0.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,80.0,Spouse,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Professional degree beyond a bachelor's degree,Employed,Self-employed,"Self-employed, incorporated",50-52 weeks,Yes,281000,281000,0,281000
60000.0,11.0021,0.0,0,57,4.0430512,3249.0,14.0,196.0,798.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,356.0,Spouse,South Atlantic Division,Not identifiable,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,60000,60000,0,60000
102000.0,11.532728,1.0,1,58,4.060443,3364.0,16.0,256.0,928.0,58.0,16.0,55,4.0073333,55.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,2,87.0,Spouse,South Atlantic Division,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,102000,102000,0,102000
42000.0,10.645425,0.0,0,41,3.713572,1681.0,12.0,144.0,492.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,204.0,Head/Householder,South Atlantic Division,Central city status unknown,"Married, spouse present",White,White,Other,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,42000,42000,0,42000
26400.0,10.181119,0.0,1,48,3.871201,2304.0,13.0,169.0,624.0,48.0,13.0,37,3.6109178,37.0,0.0,1.0,0.0,South Carolina ,South Carolina,11.0,33163,2010,1,113.0,Head/Householder,South Atlantic Division,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,26400,26400,0,26400
130000.0,11.77529,1.0,0,56,4.0253515,3136.0,12.0,144.0,672.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,South Dakota ,South Dakota,5.1,38865,2010,1,203.0,Head/Householder,West North Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,130000,130000,0,130000
76000.0,11.238488,0.0,1,64,4.158883,4096.0,16.0,256.0,1024.0,64.0,16.0,45,3.8066626,45.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,2,82.0,Spouse,East South Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,76000,76000,0,76000
32000.0,10.373491,0.0,1,36,3.583519,1296.0,16.0,256.0,576.0,36.0,16.0,36,3.583519,36.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,2,99.0,Spouse,East South Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,32000,32000,0,32000
118000.0,11.67844,1.0,0,60,4.0943446,3600.0,14.0,196.0,840.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Tennessee ,Tennessee,9.4,35307,2010,1,350.0,Head/Householder,East South Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,136000,118000,0,118000
10000.0,9.2103405,0.0,1,44,3.7841897,1936.0,13.0,169.0,572.0,44.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,1,98.0,Head/Householder,East South Central Div.,"In metro area, central city",Divorced,White,White,Not Hispanic,White,No health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,10000,10000,0,10000
50000.0,10.819778,0.0,0,44,3.7841897,1936.0,12.0,144.0,528.0,0.0,0.0,36,3.583519,0.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,2,175.0,Spouse,East South Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,50000,50000,0,50000
40000.0,10.596635,0.0,0,56,4.0253515,3136.0,14.0,196.0,784.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,1,88.0,Head/Householder,East South Central Div.,Not in metro area,Divorced,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
48000.0,10.778956,0.0,0,43,3.7612002,1849.0,13.0,169.0,559.0,0.0,0.0,60,4.0943446,0.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,2,58.0,Spouse,East South Central Div.,"In metro area, central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,48000,48000,0,48000
30000.0,10.308952,0.0,1,39,3.6635616,1521.0,16.0,256.0,624.0,39.0,16.0,35,3.5553482,35.0,0.0,0.0,1.0,Tennessee ,Tennessee,9.4,35307,2010,2,68.0,Spouse,East South Central Div.,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,State govt employee,50-52 weeks,Yes,30000,30000,0,30000
24000.0,10.085809,0.0,0,49,3.8918202,2401.0,12.0,144.0,588.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,1,308.0,Head/Householder,East South Central Div.,"In metro area, central city","Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,24000,24000,0,24000
40000.0,10.596635,0.0,1,47,3.8501475,2209.0,18.0,324.0,846.0,47.0,18.0,40,3.6888795,40.0,0.0,1.0,0.0,Tennessee ,Tennessee,9.4,35307,2010,3,100.0,Child,East South Central Div.,Not identifiable,Never married/single,Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
90000.0,11.407565,1.0,0,52,3.9512436,2704.0,12.0,144.0,624.0,0.0,0.0,45,3.8066626,0.0,1.0,0.0,0.0,Texas ,Texas,8.0,39493,2010,1,92.0,Head/Householder,West South Central Div.,Central city status unknown,Divorced,White,White,Not Hispanic,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,90000,0,90000,90000
50000.0,10.819778,0.0,1,37,3.6109178,1369.0,13.0,169.0,481.0,37.0,13.0,40,3.6888795,40.0,1.0,0.0,0.0,Texas ,Texas,8.0,39493,2010,1,57.0,Head/Householder,West South Central Div.,"In metro area, central city","Married, spouse present",White,White,Mexican,White,No health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,50000,30000,20000,50000
10000.0,9.2103405,0.0,1,42,3.7376697,1764.0,12.0,144.0,504.0,42.0,12.0,35,3.5553482,35.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,333.0,Sibling,West South Central Div.,"In metro area, central city",Never married/single,"Other race, nec","Other race, n.e.c.",Mexican,White,No health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,10000,10000,0,10000
160000.0,11.982929,1.0,0,47,3.8501475,2209.0,18.0,324.0,846.0,0.0,0.0,40,3.6888795,0.0,0.0,0.0,1.0,Texas ,Texas,8.0,39493,2010,1,71.0,Head/Householder,West South Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Federal govt employee,50-52 weeks,Yes,160500,160000,0,160000
95000.0,11.461632,1.0,0,31,3.4339871,961.0,13.0,169.0,403.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,158.0,Head/Householder,West South Central Div.,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,95000,95000,0,95000
98000.0,11.4927225,1.0,1,54,3.988984,2916.0,14.0,196.0,756.0,54.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,143.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",Black/Negro,Black/Negro,Not Hispanic,Black,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,98000,98000,0,98000
16000.0,9.680344,0.0,0,37,3.6109178,1369.0,11.0,121.0,407.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,4,103.0,Child,West South Central Div.,Central city status unknown,Divorced,White,White,Mexican,White,With health insurance coverage,Grade 11,Grade 11,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,16000,16000,0,16000
49200.0,10.803649,0.0,1,59,4.0775375,3481.0,16.0,256.0,944.0,59.0,16.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,297.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,49250,49200,0,49200
52000.0,10.858999,0.0,1,54,3.988984,2916.0,18.0,324.0,972.0,54.0,18.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,95.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,52000,52000,0,52000
36000.0,10.491274,0.0,1,51,3.9318256,2601.0,13.0,169.0,663.0,51.0,13.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,211.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,36000,36000,0,36000
17700.0,9.78132,0.0,1,37,3.6109178,1369.0,11.0,121.0,407.0,37.0,11.0,40,3.6888795,40.0,1.0,0.0,0.0,Texas ,Texas,8.0,39493,2010,2,271.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Mexican,White,No health insurance coverage,Grade 11,Grade 11,Employed,Self-employed,"Self-employed, not incorporated",50-52 weeks,Yes,17700,0,17700,17700
52000.0,10.858999,0.0,1,42,3.7376697,1764.0,18.0,324.0,756.0,42.0,18.0,45,3.8066626,45.0,0.0,0.0,1.0,Texas ,Texas,8.0,39493,2010,2,41.0,Spouse,West South Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,52000,52000,0,52000
12000.0,9.392662,0.0,1,41,3.713572,1681.0,12.0,144.0,492.0,41.0,12.0,38,3.637586,38.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,75.0,Spouse,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Mexican,White,No health insurance coverage,Grade 12,"12th grade, no diploma",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,12000,12000,0,12000
35500.0,10.477288,0.0,1,63,4.1431346,3969.0,12.0,144.0,756.0,63.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,138.0,Spouse,West South Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,Wage/salary at non-profit,50-52 weeks,Yes,35500,35500,0,35500
40000.0,10.596635,0.0,0,25,3.218876,625.0,13.0,169.0,325.0,0.0,0.0,50,3.912023,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,294.0,Head/Householder,West South Central Div.,"In metro, area, outside central city",Never married/single,American Indian or Alaska Native,"Both Am. Ind. and Alaska Native (2000,ACS)",Other,American Indian/Alaska Native,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,40000,40000,0,40000
63000.0,11.05089,0.0,1,32,3.465736,1024.0,18.0,324.0,576.0,32.0,18.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,94.0,Head/Householder,West South Central Div.,"In metro, area, outside central city",Separated,White,White,Mexican,White,With health insurance coverage,5+ years of college,Master's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,63000,63000,0,63000
80000.0,11.289782,0.0,0,51,3.9318256,2601.0,12.0,144.0,612.0,0.0,0.0,65,4.1743875,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,193.0,Head/Householder,West South Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,Grade 12,Regular high school diploma,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,80000,80000,0,80000
9000.0,9.1049795,0.0,1,37,3.6109178,1369.0,9.0,81.0,333.0,37.0,9.0,38,3.637586,38.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,62.0,Head/Householder,West South Central Div.,Not in metro area,Divorced,White,White,Mexican,White,No health insurance coverage,Grade 9,Grade 9,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,9000,9000,0,9000
15700.0,9.661416,0.0,1,58,4.060443,3364.0,12.0,144.0,696.0,58.0,12.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,116.0,Head/Householder,West South Central Div.,Not in metro area,"Married, spouse present",White,White,Not Hispanic,White,No health insurance coverage,Grade 12,GED or alternative credential,Employed,Works for wages,Wage/salary at non-profit,48-49 weeks,Yes,15700,15700,0,15700
30000.0,10.308952,0.0,0,28,3.3322046,784.0,16.0,256.0,448.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,271.0,Head/Householder,West South Central Div.,Central city status unknown,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,30000,30000,0,30000
100000.0,11.512925,1.0,0,47,3.8501475,2209.0,16.0,256.0,752.0,0.0,0.0,55,4.0073333,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,255.0,Head/Householder,West South Central Div.,Central city status unknown,"Married, spouse present",White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,100000,100000,0,100000
20000.0,9.903487,0.0,1,25,3.218876,625.0,13.0,169.0,325.0,25.0,13.0,50,3.912023,50.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,231.0,Head/Householder,West South Central Div.,"In metro area, central city",Never married/single,White,White,Mexican,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,20000,20000,0,20000
28000.0,10.23996,0.0,1,26,3.2580965,676.0,14.0,196.0,364.0,26.0,14.0,40,3.6888795,40.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,2,79.0,Child,West South Central Div.,"In metro, area, outside central city",Separated,White,White,Not Hispanic,White,With health insurance coverage,2 years of college,"Associate's degree, type not specified",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,33000,28000,0,28000
56000.0,10.933107,0.0,0,53,3.9702919,2809.0,13.0,169.0,689.0,0.0,0.0,40,3.6888795,0.0,0.0,1.0,0.0,Texas ,Texas,8.0,39493,2010,1,89.0,Head/Householder,West South Central Div.,"In metro, area, outside central city","Married, spouse present",White,White,Mexican,White,With health insurance coverage,1 year of college,"1 or more years of college credit, no degree",Employed,Works for wages,"Wage/salary, private",50-52 weeks,Yes,56000,56000,0,56000
30000.0,10.308952,0.0,1,60,4.0943446,3600.0,12.0,144.0,720.0,60.0,12.0,40,3.6888795,40.0,0.0,0.0,1.0,Texas ,Texas,8.0,39493,2010,1,241.0,Head/Householder,West South Central Div.,Not in metro area,Divorced,White,White,Not Hispanic,White,With health insurance coverage,Grade 12,"Some college, but less than 1 year",Employed,Works for wages,State govt employee,50-52 weeks,Yes,30000,30000,0,30000
70000.0,11.156251,0.0,0,25,3.218876,625.0,16.0,256.0,400.0,0.0,0.0,56,4.0253515,0.0,0.0,0.0,1.0,Texas ,Texas,8.0,39493,2010,1,103.0,Head/Householder,West South Central Div.,Not in metro area,Never married/single,White,White,Not Hispanic,White,With health insurance coverage,4 years of college,Bachelor's degree,Employed,Works for wages,Local govt employee,50-52 weeks,Yes,70000,70000,0,70000
